RSS,RLS,cumulative_cases,date_report
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,198,2020-04-29
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,21,2020-04-29
05 - Estrie,0511 - RLS de la Pommeraie,118,2020-04-29
05 - Estrie,0512 - RLS de la Haute-Yamaska,193,2020-04-29
05 - Estrie,0513 - RLS de Memphrémagog,86,2020-04-29
05 - Estrie,0514 - RLS de Coaticook,11,2020-04-29
05 - Estrie,0515 - RLS de Sherbrooke,270,2020-04-29
05 - Estrie,0516 - RLS de Val Saint-François,69,2020-04-29
05 - Estrie,0517 - RLS d'Asbestos,45,2020-04-29
05 - Estrie,0518 - RLS du Haut-Saint-François,31,2020-04-29
05 - Estrie,0519 - RLS du Granit,15,2020-04-29
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,549,2020-04-29
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,784,2020-04-29
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,692,2020-04-29
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,764,2020-04-29
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,824,2020-04-29
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,486,2020-04-29
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,10,2020-04-29
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,222,2020-04-29
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,29,2020-04-29
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,8,2020-04-29
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,123,2020-04-29
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,14,2020-04-29
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-04-29
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,2020-04-29
09 - Côte-Nord,0913 - RLS de Port-Cartier,47,2020-04-29
09 - Côte-Nord,0914 - RLS de Sept-Îles,43,2020-04-29
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-04-29
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-04-29
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-04-29
10 - Nord-du-Québec,1001 - Nord-du-Québec,7,2020-04-29
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,127,2020-04-29
11 - Gaspésie-Îles-de-la-Madeleine,1113 - RLS de La Côte-de-Gaspé,5,2020-04-29
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,25,2020-04-29
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,8,2020-04-29
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,306,2020-04-29
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,25,2020-04-29
12 - Chaudière-Appalaches,1213 - RLS de Beauce,40,2020-04-29
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,5,2020-04-29
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,11,2020-04-29
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,857,2020-04-29
15 - Laurentides,1511 - RLS d'Antoine-Labelle,13,2020-04-29
15 - Laurentides,1512 - RLS des Laurentides,59,2020-04-29
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,66,2020-04-29
15 - Laurentides,1514 - RLS d'Argenteuil,17,2020-04-29
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,258,2020-04-29
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,348,2020-04-29
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,514,2020-04-29
16 - Montérégie,1611 - RLS de Champlain,834,2020-04-29
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,300,2020-04-29
16 - Montérégie,1621 - RLS Pierre-Boucher,834,2020-04-29
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,283,2020-04-29
16 - Montérégie,1623 - RLS Pierre-De Saurel,17,2020-04-29
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,317,2020-04-29
16 - Montérégie,1632 - RLS du Suroît,155,2020-04-29
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,17,2020-04-29
16 - Montérégie,1634 - RLS de Jardins-Roussillon,458,2020-04-29
17 - Nunavik,1701 - Nunavik,16,2020-04-29
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,8,2020-04-29
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,21,2020-05-01
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,5,2020-05-01
01 - Bas-St-Laurent,0115 - RLS de Rimouski,5,2020-05-01
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-05-01
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-05-01
01 - Bas-St-Laurent,0118 - RLS de La Matapédia,0,2020-05-01
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,12,2020-05-01
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,55,2020-05-01
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,184,2020-05-01
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,28,2020-05-01
03 - Capitale-Nationale,0311 - RLS de Portneuf,21,2020-05-01
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,467,2020-05-01
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,388,2020-05-01
03 - Capitale-Nationale,0314 - RLS de Charlevoix,7,2020-05-01
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-05-01
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,86,2020-05-01
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,146,2020-05-01
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,313,2020-05-01
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,482,2020-05-01
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,37,2020-05-01
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,214,2020-05-01
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,21,2020-05-01
05 - Estrie,0511 - RLS de la Pommeraie,125,2020-05-01
05 - Estrie,0512 - RLS de la Haute-Yamaska,195,2020-05-01
05 - Estrie,0513 - RLS de Memphrémagog,90,2020-05-01
05 - Estrie,0514 - RLS de Coaticook,14,2020-05-01
05 - Estrie,0515 - RLS de Sherbrooke,268,2020-05-01
05 - Estrie,0516 - RLS de Val Saint-François,69,2020-05-01
05 - Estrie,0517 - RLS d'Asbestos,46,2020-05-01
05 - Estrie,0518 - RLS du Haut-Saint-François,31,2020-05-01
05 - Estrie,0519 - RLS du Granit,15,2020-05-01
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,660,2020-05-01
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,914,2020-05-01
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,732,2020-05-01
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,825,2020-05-01
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,907,2020-05-01
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,573,2020-05-01
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,12,2020-05-01
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,232,2020-05-01
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,35,2020-05-01
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,8,2020-05-01
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,122,2020-05-01
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,14,2020-05-01
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-05-01
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,2020-05-01
09 - Côte-Nord,0913 - RLS de Port-Cartier,47,2020-05-01
09 - Côte-Nord,0914 - RLS de Sept-Îles,44,2020-05-01
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-05-01
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-05-01
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-05-01
10 - Nord-du-Québec,1001 - Nord-du-Québec,7,2020-05-01
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,128,2020-05-01
11 - Gaspésie-Îles-de-la-Madeleine,1113 - RLS de La Côte-de-Gaspé,5,2020-05-01
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,25,2020-05-01
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,8,2020-05-01
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,313,2020-05-01
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,27,2020-05-01
12 - Chaudière-Appalaches,1213 - RLS de Beauce,41,2020-05-01
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,5,2020-05-01
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,10,2020-05-01
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,915,2020-05-01
15 - Laurentides,1511 - RLS d'Antoine-Labelle,15,2020-05-01
15 - Laurentides,1512 - RLS des Laurentides,61,2020-05-01
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,74,2020-05-01
15 - Laurentides,1514 - RLS d'Argenteuil,20,2020-05-01
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,276,2020-05-01
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,367,2020-05-01
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,546,2020-05-01
16 - Montérégie,1611 - RLS de Champlain,896,2020-05-01
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,325,2020-05-01
16 - Montérégie,1621 - RLS Pierre-Boucher,908,2020-05-01
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,307,2020-05-01
16 - Montérégie,1623 - RLS Pierre-De Saurel,18,2020-05-01
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,336,2020-05-01
16 - Montérégie,1632 - RLS du Suroît,164,2020-05-01
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,19,2020-05-01
16 - Montérégie,1634 - RLS de Jardins-Roussillon,476,2020-05-01
17 - Nunavik,1701 - Nunavik,16,2020-05-01
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,8,2020-05-01
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,22,2020-05-03
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,5,2020-05-03
01 - Bas-St-Laurent,0115 - RLS de Rimouski,5,2020-05-03
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-05-03
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-05-03
01 - Bas-St-Laurent,0118 - RLS de La Matapédia,0,2020-05-03
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,15,2020-05-03
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,56,2020-05-03
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,192,2020-05-03
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,29,2020-05-03
03 - Capitale-Nationale,0311 - RLS de Portneuf,23,2020-05-03
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,484,2020-05-03
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,417,2020-05-03
03 - Capitale-Nationale,0314 - RLS de Charlevoix,7,2020-05-03
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-05-03
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,93,2020-05-03
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,149,2020-05-03
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,316,2020-05-03
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,514,2020-05-03
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,38,2020-05-03
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,226,2020-05-03
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,22,2020-05-03
05 - Estrie,0511 - RLS de la Pommeraie,126,2020-05-03
05 - Estrie,0512 - RLS de la Haute-Yamaska,197,2020-05-03
05 - Estrie,0513 - RLS de Memphrémagog,94,2020-05-03
05 - Estrie,0514 - RLS de Coaticook,14,2020-05-03
05 - Estrie,0515 - RLS de Sherbrooke,271,2020-05-03
05 - Estrie,0516 - RLS de Val Saint-François,70,2020-05-03
05 - Estrie,0517 - RLS d'Asbestos,46,2020-05-03
05 - Estrie,0518 - RLS du Haut-Saint-François,33,2020-05-03
05 - Estrie,0519 - RLS du Granit,15,2020-05-03
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,952,2020-05-03
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,1347,2020-05-03
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,825,2020-05-03
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,1873,2020-05-03
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1391,2020-05-03
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,890,2020-05-03
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,1008,2020-05-03
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,2404,2020-05-03
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,626,2020-05-03
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,1355,2020-05-03
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,2019,2020-05-03
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,1320,2020-05-03
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,12,2020-05-03
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,242,2020-05-03
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,35,2020-05-03
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,8,2020-05-03
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,122,2020-05-03
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,14,2020-05-03
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-05-03
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,2020-05-03
09 - Côte-Nord,0913 - RLS de Port-Cartier,47,2020-05-03
09 - Côte-Nord,0914 - RLS de Sept-Îles,44,2020-05-03
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-05-03
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-05-03
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-05-03
10 - Nord-du-Québec,1001 - Nord-du-Québec,8,2020-05-03
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,128,2020-05-03
11 - Gaspésie-Îles-de-la-Madeleine,1113 - RLS de La Côte-de-Gaspé,5,2020-05-03
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,26,2020-05-03
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,8,2020-05-03
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,320,2020-05-03
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,27,2020-05-03
12 - Chaudière-Appalaches,1213 - RLS de Beauce,44,2020-05-03
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,5,2020-05-03
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,10,2020-05-03
13 - Laval,1311 - RLS de Laval,3511,2020-05-03
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,955,2020-05-03
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,1478,2020-05-03
15 - Laurentides,1511 - RLS d'Antoine-Labelle,15,2020-05-03
15 - Laurentides,1512 - RLS des Laurentides,66,2020-05-03
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,83,2020-05-03
15 - Laurentides,1514 - RLS d'Argenteuil,23,2020-05-03
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,297,2020-05-03
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,386,2020-05-03
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,575,2020-05-03
16 - Montérégie,1611 - RLS de Champlain,1011,2020-05-03
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,353,2020-05-03
16 - Montérégie,1621 - RLS Pierre-Boucher,988,2020-05-03
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,352,2020-05-03
16 - Montérégie,1623 - RLS Pierre-De Saurel,26,2020-05-03
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,379,2020-05-03
16 - Montérégie,1632 - RLS du Suroît,199,2020-05-03
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,24,2020-05-03
16 - Montérégie,1634 - RLS de Jardins-Roussillon,535,2020-05-03
17 - Nunavik,1701 - Nunavik,20,2020-05-03
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,11,2020-05-03
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,22,2020-05-04
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,5,2020-05-04
01 - Bas-St-Laurent,0115 - RLS de Rimouski,5,2020-05-04
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-05-04
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-05-04
01 - Bas-St-Laurent,0118 - RLS de La Matapédia,0,2020-05-04
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,15,2020-05-04
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,56,2020-05-04
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,192,2020-05-04
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,29,2020-05-04
03 - Capitale-Nationale,0311 - RLS de Portneuf,23,2020-05-04
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,484,2020-05-04
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,417,2020-05-04
03 - Capitale-Nationale,0314 - RLS de Charlevoix,7,2020-05-04
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-05-04
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,93,2020-05-04
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,149,2020-05-04
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,316,2020-05-04
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,514,2020-05-04
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,38,2020-05-04
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,226,2020-05-04
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,22,2020-05-04
05 - Estrie,0511 - RLS de la Pommeraie,126,2020-05-04
05 - Estrie,0512 - RLS de la Haute-Yamaska,197,2020-05-04
05 - Estrie,0513 - RLS de Memphrémagog,94,2020-05-04
05 - Estrie,0514 - RLS de Coaticook,14,2020-05-04
05 - Estrie,0515 - RLS de Sherbrooke,271,2020-05-04
05 - Estrie,0516 - RLS de Val Saint-François,70,2020-05-04
05 - Estrie,0517 - RLS d'Asbestos,46,2020-05-04
05 - Estrie,0518 - RLS du Haut-Saint-François,33,2020-05-04
05 - Estrie,0519 - RLS du Granit,15,2020-05-04
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,952,2020-05-04
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,1347,2020-05-04
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,825,2020-05-04
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,1873,2020-05-04
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1391,2020-05-04
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,890,2020-05-04
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,1008,2020-05-04
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,2404,2020-05-04
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,626,2020-05-04
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,1355,2020-05-04
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,2019,2020-05-04
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,1320,2020-05-04
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,12,2020-05-04
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,242,2020-05-04
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,35,2020-05-04
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,8,2020-05-04
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,122,2020-05-04
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,14,2020-05-04
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-05-04
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,2020-05-04
09 - Côte-Nord,0913 - RLS de Port-Cartier,47,2020-05-04
09 - Côte-Nord,0914 - RLS de Sept-Îles,44,2020-05-04
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-05-04
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-05-04
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-05-04
10 - Nord-du-Québec,1001 - Nord-du-Québec,8,2020-05-04
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,128,2020-05-04
11 - Gaspésie-Îles-de-la-Madeleine,1113 - RLS de La Côte-de-Gaspé,5,2020-05-04
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,26,2020-05-04
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,8,2020-05-04
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,320,2020-05-04
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,27,2020-05-04
12 - Chaudière-Appalaches,1213 - RLS de Beauce,44,2020-05-04
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,5,2020-05-04
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,10,2020-05-04
13 - Laval,1311 - RLS de Laval,3511,2020-05-04
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,955,2020-05-04
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,1478,2020-05-04
15 - Laurentides,1511 - RLS d'Antoine-Labelle,15,2020-05-04
15 - Laurentides,1512 - RLS des Laurentides,66,2020-05-04
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,83,2020-05-04
15 - Laurentides,1514 - RLS d'Argenteuil,23,2020-05-04
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,297,2020-05-04
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,386,2020-05-04
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,575,2020-05-04
16 - Montérégie,1611 - RLS de Champlain,1011,2020-05-04
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,353,2020-05-04
16 - Montérégie,1621 - RLS Pierre-Boucher,988,2020-05-04
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,352,2020-05-04
16 - Montérégie,1623 - RLS Pierre-De Saurel,26,2020-05-04
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,379,2020-05-04
16 - Montérégie,1632 - RLS du Suroît,199,2020-05-04
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,24,2020-05-04
16 - Montérégie,1634 - RLS de Jardins-Roussillon,535,2020-05-04
17 - Nunavik,1701 - Nunavik,20,2020-05-04
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,11,2020-05-04
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,22,2020-05-05
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,5,2020-05-05
01 - Bas-St-Laurent,0115 - RLS de Rimouski,5,2020-05-05
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-05-05
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-05-05
01 - Bas-St-Laurent,0118 - RLS de La Matapédia,0,2020-05-05
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,15,2020-05-05
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,56,2020-05-05
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,193,2020-05-05
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,30,2020-05-05
03 - Capitale-Nationale,0311 - RLS de Portneuf,23,2020-05-05
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,506,2020-05-05
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,443,2020-05-05
03 - Capitale-Nationale,0314 - RLS de Charlevoix,7,2020-05-05
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-05-05
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,94,2020-05-05
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,157,2020-05-05
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,321,2020-05-05
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,539,2020-05-05
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,40,2020-05-05
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,237,2020-05-05
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,21,2020-05-05
05 - Estrie,0511 - RLS de la Pommeraie,126,2020-05-05
05 - Estrie,0512 - RLS de la Haute-Yamaska,199,2020-05-05
05 - Estrie,0513 - RLS de Memphrémagog,93,2020-05-05
05 - Estrie,0514 - RLS de Coaticook,13,2020-05-05
05 - Estrie,0515 - RLS de Sherbrooke,281,2020-05-05
05 - Estrie,0516 - RLS de Val Saint-François,70,2020-05-05
05 - Estrie,0517 - RLS d'Asbestos,46,2020-05-05
